Date,Open,High,Low,Close,Adj Close,Volume
2023-06-13,430.010010,437.269989,428.399994,435.730011,435.730011,7820500
2023-06-14,434.989990,447.329987,433.500000,440.859985,440.859985,8413100
2023-06-15,444.100006,448.649994,439.500000,445.269989,445.269989,7099900
2023-06-16,446.149994,447.510010,430.899994,431.959991,431.959991,8745500
2023-06-20,430.179993,440.000000,430.000000,434.700012,434.700012,4756000
2023-06-21,432.649994,434.549988,422.540009,424.450012,424.450012,5146400
2023-06-22,422.929993,424.709991,418.679993,422.480011,422.480011,4869500
2023-06-23,418.589996,425.820007,417.730011,424.019989,424.019989,8293900
2023-06-26,422.440002,430.959991,414.899994,415.940002,415.940002,4640000
2023-06-27,417.390015,420.880005,411.500000,417.079987,417.079987,4818100
2023-06-28,423.100006,437.290009,422.890015,429.839996,429.839996,8811300
2023-06-29,434.329987,437.850006,426.149994,428.239990,428.239990,4932300
2023-06-30,431.100006,444.119995,431.100006,440.489990,440.489990,7342000
2023-07-03,439.760010,441.549988,431.619995,441.440002,441.440002,3733200
2023-07-05,444.910004,450.970001,439.619995,445.899994,445.899994,6869500
2023-07-06,440.000000,442.799988,430.720001,438.839996,438.839996,4938800
2023-07-07,438.600006,442.329987,435.839996,438.100006,438.100006,4160100
2023-07-10,438.519989,444.410004,436.820007,441.709991,441.709991,4251700
2023-07-11,438.649994,440.799988,431.040009,440.209991,440.209991,4574600
2023-07-12,444.549988,445.410004,437.750000,444.049988,444.049988,5731700
2023-07-13,447.000000,451.670013,441.179993,450.380005,450.380005,6157500
2023-07-14,452.790009,456.480011,439.700012,441.910004,441.910004,7184900
2023-07-17,445.570007,456.679993,445.109985,450.049988,450.049988,6891700
2023-07-18,451.000000,478.149994,448.779999,474.799988,474.799988,13196900
2023-07-19,476.859985,485.000000,470.000000,477.589996,477.589996,20996500
2023-07-20,447.000000,448.500000,432.000000,437.420013,437.420013,23989700
2023-07-21,437.369995,438.239990,423.190002,427.500000,427.500000,17303700
2023-07-24,425.000000,428.640015,419.190002,428.369995,428.369995,8264400
2023-07-25,427.179993,430.880005,426.130005,427.700012,427.700012,4859800
2023-07-26,424.200012,425.260010,415.589996,422.670013,422.670013,6009200
2023-07-27,426.899994,427.519989,411.880005,413.170013,413.170013,6594500
2023-07-28,415.559998,427.470001,413.760010,425.779999,425.779999,6424200
2023-07-31,426.510010,439.130005,426.299988,438.970001,438.970001,6587600
2023-08-01,437.369995,445.250000,431.399994,438.619995,438.619995,5711500
2023-08-02,435.230011,435.559998,426.559998,429.700012,429.700012,4912200
2023-08-03,427.799988,441.929993,427.190002,431.000000,431.000000,6243900
2023-08-04,433.059998,436.500000,426.269989,431.600006,431.600006,5439700
2023-08-07,436.459991,441.109985,428.910004,440.760010,440.760010,4781300
2023-08-08,440.359985,443.570007,435.100006,438.299988,438.299988,3767200
2023-08-09,439.739990,440.619995,427.589996,428.899994,428.899994,3846600
2023-08-10,431.119995,438.119995,428.690002,429.980011,429.980011,5467600
2023-08-11,428.980011,430.630005,421.329987,421.660004,421.660004,3925200
2023-08-14,421.989990,428.850006,418.779999,427.779999,427.779999,3966000
2023-08-15,424.410004,429.119995,421.040009,423.700012,423.700012,3368000
2023-08-16,423.730011,424.510010,415.250000,415.450012,415.450012,3967000
2023-08-17,415.000000,415.239990,401.579987,403.000000,403.000000,6031500
2023-08-18,399.329987,406.519989,398.149994,404.529999,404.529999,4309200
2023-08-21,402.230011,409.609985,399.500000,408.290009,408.290009,3861600
2023-08-22,409.000000,415.739990,407.399994,413.170013,413.170013,3603300
2023-08-23,418.399994,437.019989,417.709991,427.549988,427.549988,8174700
2023-08-24,425.410004,427.589996,406.170013,406.929993,406.929993,5687800
2023-08-25,412.000000,419.250000,407.559998,416.029999,416.029999,5390900
2023-08-28,418.040009,419.829987,413.269989,418.059998,418.059998,2928600
2023-08-29,416.000000,432.170013,414.500000,429.989990,429.989990,4486700
2023-08-30,430.850006,438.160004,428.350006,434.670013,434.670013,3625400
2023-08-31,431.230011,437.149994,431.230011,433.679993,433.679993,3803000
2023-09-01,437.730011,445.500000,435.929993,439.880005,439.880005,4792100
2023-09-05,438.390015,453.450012,438.000000,448.679993,448.679993,6155900
2023-09-06,448.609985,451.390015,440.489990,445.760010,445.760010,3862300
2023-09-07,441.149994,444.600006,436.700012,443.140015,443.140015,2922700
2023-09-08,443.559998,446.809998,438.850006,442.799988,442.799988,2697500
2023-09-11,443.070007,449.890015,442.750000,445.359985,445.359985,2913800
2023-09-12,442.850006,445.440002,434.119995,434.690002,434.690002,3124000
2023-09-13,435.500000,438.399994,410.690002,412.239990,412.239990,11843000
2023-09-14,410.399994,411.390015,400.000000,400.489990,400.489990,10709000
2023-09-15,401.000000,404.700012,395.029999,396.940002,396.940002,9110700
2023-09-18,395.500000,399.470001,392.600006,394.399994,394.399994,4704700
2023-09-19,392.839996,398.230011,390.250000,396.200012,396.200012,4076800
2023-09-20,397.049988,397.989990,386.119995,386.299988,386.299988,3866600
2023-09-21,386.500000,395.899994,383.420013,384.149994,384.149994,5547900
2023-09-22,385.000000,386.880005,378.359985,379.809998,379.809998,3692800
2023-09-25,382.899994,386.619995,380.809998,384.799988,384.799988,3757300
2023-09-26,382.880005,384.559998,377.359985,379.250000,379.250000,4089400
2023-09-27,382.399994,384.220001,376.250000,377.589996,377.589996,3843500
2023-09-28,375.600006,378.959991,371.100006,376.359985,376.359985,4369900
2023-09-29,380.000000,382.579987,375.350006,377.600006,377.600006,4198700
2023-10-02,377.480011,384.809998,376.799988,380.329987,380.329987,3102100
2023-10-03,377.109985,394.899994,372.850006,376.750000,376.750000,8878100
2023-10-04,376.500000,380.220001,373.579987,376.899994,376.899994,4303700
2023-10-05,378.010010,378.600006,367.239990,372.589996,372.589996,5034800
2023-10-06,368.429993,382.519989,367.769989,381.510010,381.510010,4773400
2023-10-09,378.049988,387.170013,377.760010,385.950012,385.950012,3299800
2023-10-10,385.579987,388.700012,372.250000,373.320007,373.320007,7288900
2023-10-11,372.779999,377.809998,365.339996,365.929993,365.929993,9151400
2023-10-12,366.480011,368.829987,359.049988,361.200012,361.200012,7376100
2023-10-13,355.640015,358.929993,352.049988,355.679993,355.679993,6312600
2023-10-16,356.209991,363.079987,354.769989,360.820007,360.820007,5128900
2023-10-17,361.100006,362.700012,353.890015,355.720001,355.720001,5908400
2023-10-18,351.000000,354.790009,344.730011,346.190002,346.190002,11429600
2023-10-19,404.739990,408.950012,392.260010,401.769989,401.769989,28074400
2023-10-20,405.630005,410.640015,398.010010,400.959991,400.959991,12768900
2023-10-23,403.320007,407.540009,398.519989,406.839996,406.839996,7390000
2023-10-24,409.679993,416.690002,408.390015,413.730011,413.730011,6459200
2023-10-25,416.019989,418.839996,410.109985,411.250000,411.250000,6299600
2023-10-26,411.420013,417.309998,401.540009,403.540009,403.540009,6849700
2023-10-27,406.420013,410.209991,395.619995,397.869995,397.869995,4997600
2023-10-30,402.350006,412.820007,399.410004,410.079987,410.079987,5317100
2023-10-31,409.239990,412.519989,404.630005,411.690002,411.690002,3877600
2023-11-01,414.769989,420.600006,414.179993,420.190002,420.190002,4806100
2023-11-02,421.170013,426.690002,417.100006,424.709991,424.709991,4476000
2023-11-03,428.760010,434.820007,425.529999,432.359985,432.359985,3664800
2023-11-06,434.380005,435.029999,429.609985,434.739990,434.739990,3003200
2023-11-07,436.179993,437.640015,431.000000,434.609985,434.609985,3291100
2023-11-08,435.000000,438.070007,433.679993,436.649994,436.649994,2356800
2023-11-09,438.029999,440.380005,434.350006,435.149994,435.149994,2735500
2023-11-10,437.480011,447.480011,435.510010,447.239990,447.239990,4440600
2023-11-13,447.250000,448.429993,442.600006,444.619995,444.619995,2896100
2023-11-14,448.779999,454.079987,445.640015,448.649994,448.649994,4060900
2023-11-15,452.809998,462.750000,452.450012,461.940002,461.940002,5035300
2023-11-16,463.000000,467.279999,459.649994,466.950012,466.950012,3656000
2023-11-17,466.950012,467.649994,462.760010,465.910004,465.910004,2798500
2023-11-20,465.399994,476.760010,465.399994,474.470001,474.470001,3617600
2023-11-21,472.630005,477.019989,471.209991,474.950012,474.950012,2997700
2023-11-22,476.799988,482.700012,476.559998,478.000000,478.000000,2841600
2023-11-24,477.109985,480.399994,475.200012,479.559998,479.559998,1404700
2023-11-27,479.029999,482.000000,475.350006,479.170013,479.170013,3625900
2023-11-28,478.109985,480.500000,475.950012,479.000000,479.000000,2890200
2023-11-29,479.000000,480.989990,474.489990,477.190002,477.190002,2855500
2023-11-30,475.309998,478.589996,470.420013,473.970001,473.970001,4287300
2023-12-01,473.170013,475.230011,464.600006,465.739990,465.739990,4338100
2023-12-04,460.989990,461.200012,451.200012,453.899994,453.899994,5157700
2023-12-05,450.700012,456.390015,449.579987,455.149994,455.149994,3380700
2023-12-06,460.000000,460.500000,445.730011,446.730011,446.730011,4178800
2023-12-07,450.850006,452.890015,448.320007,452.000000,452.000000,3506700
2023-12-08,450.760010,455.500000,450.760010,453.760010,453.760010,3456100
2023-12-11,459.359985,470.649994,457.209991,459.890015,459.890015,4929700
2023-12-12,465.230011,465.609985,459.200012,463.000000,463.000000,3302700
2023-12-13,461.980011,481.250000,461.980011,479.980011,479.980011,5820200
2023-12-14,480.359985,480.760010,464.760010,469.829987,469.829987,5176400
2023-12-15,467.299988,473.000000,467.299988,472.059998,472.059998,7838300
2023-12-18,476.299988,492.040009,475.100006,486.119995,486.119995,6410700
2023-12-19,488.399994,496.140015,484.059998,495.019989,495.019989,3849000
2023-12-20,492.000000,500.890015,488.390015,489.269989,489.269989,4563700
2023-12-21,492.660004,494.399994,486.769989,491.609985,491.609985,2756200
2023-12-22,494.000000,496.019989,485.450012,486.760010,486.760010,2701100
2023-12-26,489.390015,491.480011,486.380005,491.190002,491.190002,2034500
2023-12-27,491.239990,494.019989,489.250000,491.790009,491.790009,2561300
2023-12-28,492.000000,492.890015,489.070007,490.510010,490.510010,1710500
2023-12-29,490.369995,492.230011,481.940002,486.880005,486.880005,2739500
2024-01-02,483.190002,484.649994,461.859985,468.500000,468.500000,5049400
2024-01-03,467.320007,475.049988,465.769989,470.260010,470.260010,3443700
2024-01-04,472.980011,480.739990,466.529999,474.670013,474.670013,3636500
2024-01-05,476.500000,479.549988,471.799988,474.059998,474.059998,2612500
2024-01-08,473.890015,485.239990,473.649994,485.029999,485.029999,3675800
2024-01-09,475.529999,485.089996,473.799988,482.089996,482.089996,3526800
2024-01-10,481.600006,487.000000,472.950012,478.329987,478.329987,4342400
2024-01-11,492.540009,503.410004,483.820007,492.230011,492.230011,7993300
2024-01-12,500.510010,500.790009,490.609985,492.160004,492.160004,4996600
2024-01-16,490.000000,494.149994,478.019989,481.239990,481.239990,4679000
2024-01-17,484.500000,486.209991,475.260010,480.329987,480.329987,4894600
2024-01-18,480.029999,485.769989,478.019989,485.309998,485.309998,4054400
2024-01-19,484.980011,485.670013,476.059998,482.950012,482.950012,5665600
2024-01-22,487.549988,489.799988,479.899994,485.709991,485.709991,5212300
2024-01-23,492.000000,498.959991,481.399994,492.190002,492.190002,15506000
2024-01-24,537.750000,562.500000,537.070007,544.869995,544.869995,26432800
2024-01-25,551.950012,563.460022,548.460022,562.000000,562.000000,9451900
2024-01-26,561.809998,579.640015,558.429993,570.419983,570.419983,12770600
2024-01-29,571.349976,578.549988,562.679993,575.789978,575.789978,6905400
2024-01-30,567.320007,570.880005,560.820007,562.849976,562.849976,6181800
2024-01-31,562.849976,572.150024,562.039978,564.109985,564.109985,4857600
2024-02-01,567.020020,572.659973,563.830017,567.510010,567.510010,3174000
2024-02-02,564.520020,567.799988,562.369995,564.640015,564.640015,4030800
2024-02-05,562.469971,575.750000,557.200012,562.059998,562.059998,4143100
2024-02-06,564.119995,566.340027,554.369995,555.880005,555.880005,2840300
2024-02-07,558.159973,567.799988,554.979980,559.299988,559.299988,4373600
2024-02-08,560.549988,563.700012,555.739990,558.530029,558.530029,3175500
2024-02-09,565.000000,566.000000,558.099976,561.320007,561.320007,3055700
2024-02-12,560.359985,568.440002,557.000000,557.849976,557.849976,3608500
2024-02-13,550.799988,559.200012,549.000000,554.520020,554.520020,3511500
2024-02-14,567.260010,581.250000,564.340027,579.330017,579.330017,5634200
2024-02-15,581.909973,593.770020,580.320007,593.460022,593.460022,5220900
2024-02-16,596.950012,597.000000,577.460022,583.950012,583.950012,4323600
2024-02-20,580.179993,586.000000,569.659973,575.130005,575.130005,3124200
2024-02-21,573.510010,575.780029,567.320007,573.349976,573.349976,2281100
2024-02-22,582.750000,590.849976,578.890015,588.469971,588.469971,3526600
2024-02-23,586.400024,592.429993,579.820007,583.559998,583.559998,2568900
2024-02-26,583.559998,590.750000,583.270020,587.650024,587.650024,2393700
2024-02-27,595.000000,605.359985,592.330017,601.669983,601.669983,4489400
2024-02-28,595.789978,598.169983,590.010010,596.479980,596.479980,2605200
2024-02-29,604.250000,604.520020,595.159973,602.919983,602.919983,3572100
2024-03-01,599.809998,620.280029,599.500000,619.340027,619.340027,4264200
2024-03-04,621.559998,624.419983,615.080017,615.830017,615.830017,3020300
2024-03-05,610.099976,610.909973,592.000000,598.500000,598.500000,3849600
2024-03-06,602.989990,607.929993,593.559998,597.690002,597.690002,2469600
2024-03-07,599.340027,610.530029,595.900024,608.510010,608.510010,2742800
2024-03-08,608.270020,616.090027,600.840027,604.820007,604.820007,2774600
2024-03-11,608.080017,611.000000,600.369995,600.929993,600.929993,2500900
2024-03-12,600.210022,615.299988,596.270020,611.080017,611.080017,2821600
2024-03-13,613.369995,614.849976,607.210022,609.450012,609.450012,2192100
2024-03-14,615.000000,620.799988,607.349976,613.010010,613.010010,3120500
2024-03-15,622.919983,622.919983,603.820007,605.880005,605.880005,6670900
2024-03-18,613.559998,627.409973,610.450012,618.390015,618.390015,3344200
2024-03-19,615.619995,621.280029,608.000000,620.739990,620.739990,2142600
2024-03-20,619.950012,629.510010,618.340027,627.690002,627.690002,2639500
2024-03-21,630.650024,634.359985,622.330017,622.710022,622.710022,2507700
2024-03-22,624.159973,629.049988,621.000000,628.010010,628.010010,2134100
2024-03-25,627.900024,630.460022,623.159973,627.460022,627.460022,1803300
2024-03-26,625.200012,634.390015,619.179993,629.239990,629.239990,2804500
2024-03-27,629.010010,631.349976,610.729980,613.530029,613.530029,2628300
2024-03-28,614.989990,615.000000,601.590027,607.330017,607.330017,3708800
2024-04-01,608.000000,615.109985,605.570007,614.309998,614.309998,2115900
2024-04-02,611.000000,615.030029,605.510010,614.210022,614.210022,2029200
2024-04-03,612.590027,630.409973,612.135010,630.080017,630.080017,2910446
